user_id,movie_id,movie_score
1000905,1907464,5
1000905,1914831,4
1000905,1926007,2
1000905,1927369,3
1000905,1939414,4
1000905,1946882,3
1000905,1947089,4
1000905,1947549,4
1000905,1949312,4
1000905,1949328,5
1000905,1950525,4
1000905,1961963,3
1000905,1966464,5
1000905,1972698,5
1000905,1978709,3
1000905,1997679,1
1000905,1998799,5
1000905,2027938,5
1000905,2028645,4
1000905,2043126,4
1000905,2044089,5
1000905,2046839,4
1000905,2052978,3
1000905,2054933,4
1000905,2059225,4
1000905,2063528,5
1000905,2080133,3
1000905,2124703,5
1000905,2129039,4
1000905,2131654,3
1000905,2132495,5
1000905,2132932,5
1000905,2135981,5
1000905,2138382,5
1000905,2144242,2
1000905,2146991,5
1000905,2149804,4
1000905,2149806,4
1000905,2209368,4
1000905,2209573,4
1000905,2222995,0
1000905,2223596,4
1000905,2229427,3
1000905,2268359,4
1000905,2279772,0
1000905,2300586,5
1000905,2326212,4
1000905,2359431,3
1000905,2369845,4
1000905,2969282,4
1000905,2976123,4
1000905,2978951,4
1000905,3006772,5
1000905,3036997,5
1000905,3041294,4
1000905,3041806,5
1000905,3072086,4
1000905,3103678,3
1000905,3126196,5
1000905,3148748,5
1000905,3158990,4
1000905,3190880,4
1000905,3230459,5
1000905,3230462,1
1000905,3240208,5
1000905,3250377,4
1000905,3268216,4
1000905,3279080,3
1000905,3291930,5
1000905,3312344,4
1000905,3313801,4
1000905,3314870,5
1000905,3338821,4
1000905,3412830,3
1000905,3412882,4
1000905,3541415,4
1000905,3543690,3
1000905,3578981,4
1000905,3606975,4
1000905,3607666,4
1000905,3626416,5
1000905,3683409,3
1000905,3754946,2
1000905,3777800,4
1000905,3792799,4
1000905,3793023,4
1000905,3813779,5
1000905,3920977,4
1000905,4009651,4
1000905,4062922,5
1000905,4133814,3
1000905,4133988,4
1000905,4226741,5
1000905,4237879,4
1000905,4268598,4
1000905,4271894,0
1000905,4305436,3
1000905,4896263,1
1002057,1291544,3
1002057,1291545,4
1002057,1291546,4
1002057,1291549,4
1002057,1291550,4
1002057,1291552,4
1002057,1291554,4
1002057,1291555,3
1002057,1291557,5
1002057,1291559,3
1002057,1291561,5
1002057,1291565,4
1002057,1291571,4
1002057,1291572,4
1002057,1291573,5
1002057,1291574,4
1002057,1291575,4
1002057,1291578,4
1002057,1291579,4
1002057,1291580,4
1002057,1291581,5
1002057,1291582,3
1002057,1291583,3
1002057,1291584,3
1002057,1291586,4
1002057,1291818,4
1002057,1291822,3
1002057,1291824,5
1002057,1291828,4
1002057,1291832,4
1002057,1291835,4
1002057,1291838,3
1002057,1291841,4
1002057,1291842,4
1002057,1291843,5
1002057,1291844,4
1002057,1291850,4
1002057,1291851,4
1002057,1291853,4
1002057,1291856,3
1002057,1291858,4
1002057,1291869,4
1002057,1291870,4
1002057,1291875,4
1002057,1291879,4
1002057,1291990,4
1002057,1291992,5
1002057,1291999,4
1002057,1292000,4
1002057,1292001,4
1002057,1292048,4
1002057,1292052,4
1002057,1292056,4
1002057,1292064,4
1002057,1292208,5
1002057,1292211,4
1002057,1292213,5
1002057,1292218,4
1002057,1292219,4
1002057,1292220,4
1002057,1292222,4
1002057,1292223,4
1002057,1292224,4
1002057,1292225,3
1002057,1292229,4
1002057,1292234,4
1002057,1292260,4
1002057,1292262,4
1002057,1292267,4
1002057,1292268,4
1002057,1292274,3
1002057,1292275,4
1002057,1292286,4
1002057,1292287,4
1002057,1292289,3
1002057,1292328,4
1002057,1292329,4
1002057,1292341,4
1002057,1292343,4
1002057,1292344,3
1002057,1292365,4
1002057,1292370,3
1002057,1292401,4
1002057,1292402,4
1002057,1292434,5
1002057,1292484,4
1002057,1292504,5
1002057,1292523,5
1002057,1292528,4
1002057,1292553,4
1002057,1292656,4
1002057,1292659,4
1002057,1292679,4
1002057,1292718,4
1002057,1292720,5
1002057,1292728,4
1002057,1292792,3
1002057,1292895,4
1002057,1292973,4
1002057,1293013,4
1002057,1293088,4
1002057,1293124,4
1002057,1293135,4
1002057,1293167,5
1002057,1293182,4
1002057,1293203,4
1002057,1293315,4
1002057,1293323,3
1002057,1293350,5
1002057,1293351,3
1002057,1293353,3
1002057,1293359,4
1002057,1293399,4
1002057,1293530,5
1002057,1293537,3
1002057,1293555,4
1002057,1293607,2
1002057,1293818,4
1002057,1293867,3
1002057,1294007,4
1002057,1294136,4
1002057,1294194,5
1002057,1294240,4
1002057,1294408,4
1002057,1294417,4
1002057,1294561,4
1002057,1294639,5
1002057,1294671,2
1002057,1294766,4
1002057,1294927,3
1002057,1294963,4
1002057,1295038,3
1002057,1295124,4
1002057,1295229,4
1002057,1295250,3
1002057,1295318,4
1002057,1295374,4
1002057,1295384,4
1002057,1295399,4
1002057,1295409,3
1002057,1295428,5
1002057,1295469,3
1002057,1295485,4
1002057,1295644,4
1002057,1295686,4
1002057,1295965,3
1002057,1296011,3
1002057,1296201,3
1002057,1296253,3
1002057,1296339,5
1002057,1296436,5
1002057,1296736,4
1002057,1296909,4
1002057,1297018,3
1002057,1297192,3
1002057,1297291,4
1002057,1297447,4
1002057,1297478,4
1002057,1297518,3
1002057,1297570,4
1002057,1297689,4
1002057,1297747,4
1002057,1297756,4
1002057,1297763,4
1002057,1297863,4
1002057,1298038,3
1002057,1298070,4
1002057,1298128,4
1002057,1298346,1
1002057,1298443,4
1002057,1298525,3
1002057,1298586,4
1002057,1298644,3
1002057,1298653,4
1002057,1298898,4
1002057,1298909,4
1002057,1299059,4
1002057,1299131,4
1002057,1299362,4
1002057,1299398,5
1002057,1299513,4
1002057,1299603,5
1002057,1299643,3
1002057,1299680,4
1002057,1299745,5
1002057,1299889,3
1002057,1300055,4
1002057,1300056,4
1002057,1300064,4
1002057,1300069,4
1002057,1300299,4
1002057,1300300,3
1002057,1300374,4
1002057,1300498,3
1002057,1300608,3
1002057,1300618,4
1002057,1300656,5
1002057,1300741,4
1002057,1300868,4
1002057,1300883,4
1002057,1301169,4
1002057,1301171,4
1002057,1301345,4
1002057,1301445,4
1002057,1301459,4
1002057,1301509,3
1002057,1301578,4
1002057,1301726,4
1002057,1301753,4
1002057,1301890,4
1002057,1302090,3
1002057,1302467,5
1002057,1302476,4
1002057,1302642,3
1002057,1302827,3
1002057,1302987,4
1002057,1303021,4
1002057,1303037,4
1002057,1303139,3
1002057,1303173,3
1002057,1303203,3
1002057,1303394,3
1002057,1303630,4
1002057,1304022,4
1002057,1304056,4
1002057,1304073,3
1002057,1304102,4
1002057,1304141,4
1002057,1304447,5
1002057,1304624,3
1002057,1304677,2
1002057,1305034,4
1002057,1305088,3
1002057,1305164,4
1002057,1305182,4
1002057,1305224,4
1002057,1305333,3
1002057,1305487,4
1002057,1305666,4
1002057,1305690,4
1002057,1305713,3
1002057,1305903,4
1002057,1306029,3
1002057,1306123,3
1002057,1306160,4
1002057,1306249,5
1002057,1306471,4
1002057,1306526,4
1002057,1306612,4
1002057,1306730,3
1002057,1306808,3
1002057,1306951,4
1002057,1307023,2
1002057,1307106,4
1002057,1307332,4
1002057,1307394,4
1002057,1307527,4
1002057,1307542,4
1002057,1307694,3
1002057,1307696,4
1002057,1307702,4
1002057,1307739,5
1002057,1307793,5
1002057,1308111,3
1002057,1308575,4
1002057,1308599,3
1002057,1308620,4
1002057,1308655,3
1002057,1308699,3
1002057,1308722,3
1002057,1308741,4
1002057,1308747,4
1002057,1308749,4
1002057,1308751,3
1002057,1308755,4
1002057,1308767,4
1002057,1308776,3
1002057,1308777,4
1002057,1308779,4
1002057,1308799,2
1002057,1308804,3
1002057,1308807,3
1002057,1308817,4
1002057,1308820,4
1002057,1308831,3
1002057,1308833,4
1002057,1308854,2
1002057,1308857,4
1002057,1308858,3
1002057,1308865,3
1002057,1308974,4
1002057,1309004,1
1002057,1309015,4
1002057,1309016,3
1002057,1309021,3
1002057,1309027,4
1002057,1309043,3
1002057,1309045,4
1002057,1309046,3
1002057,1309054,4
1002057,1309055,4
1002057,1309060,4
1002057,1309069,4
1002057,1309084,4
1002057,1309101,4
1002057,1309103,4
1002057,1309136,4
1002057,1309160,4
1002057,1309163,3
1002057,1309199,3
1002057,1309201,3
1002057,1309220,4
1002057,1315316,3
1002057,1315570,4
1002057,1315574,3
1002057,1316510,5
1002057,1316513,3
1002057,1316572,3
1002057,1323749,3
1002057,1329562,4
1002057,1329950,3
1002057,1381964,3
1002057,1388175,3
1002057,1388216,3
1002057,1390020,3
1002057,1393479,0
1002057,1393859,4
1002057,1394819,3
1002057,1396313,3
1002057,1400665,3
1002057,1401205,3
1002057,1401524,3
1002057,1401533,3
1002057,1401535,5
1002057,1408100,4
1002057,1408312,3
1002057,1410556,4
1002057,1412579,3
1002057,1417598,3
1002057,1417946,5
1002057,1418190,3
1002057,1418191,4
1002057,1418200,4
1002057,1418605,2
1002057,1418834,4
1002057,1419936,4
1002057,1419969,1
1002057,1421823,3
1002057,1422952,3
1002057,1428576,5
1002057,1428578,5
1002057,1428581,5
1002057,1428878,4
1002057,1431683,5
1002057,1431685,4
1002057,1431699,5
1002057,1431716,5
1002057,1431718,4
1002057,1431719,4
1002057,1431946,4
1002057,1431947,4
1002057,1432146,4
1002057,1433330,3
1002057,1433673,3
1002057,1434184,5
1002057,1437342,3
1002057,1438652,4
1002057,1439831,4
1002057,1439890,3
1002057,1441602,2
1002057,1449381,4
1002057,1455979,3
1002057,1457217,3
1002057,1466007,2
1002057,1466394,2
1002057,1469441,3
1002057,1470600,4
1002057,1474185,3
1002057,1476023,4
1002057,1482077,2
1002057,1484760,3
1002057,1498818,3
1002057,1499008,3
1002057,1499148,3
1002057,1578507,4
1002057,1607471,3
1002057,1652587,4
1002057,1689787,4
1002057,1756073,4
1002057,1756584,4
1002057,1759386,4
1002057,1760027,3
1002057,1764796,3
1002057,1766086,4
1002057,1777612,4
1002057,1781126,5
1002057,1781597,3
1002057,1781636,5
1002057,1783457,4
1002057,1783772,4
1002057,1787291,4
1002057,1790577,4
1002057,1792928,4
1002057,1793491,4
1002057,1793903,3
1002057,1793912,4
1002057,1794435,2
1002057,1806555,4
1002057,1807959,5
1002057,1819388,3
1002057,1820145,3
1002057,1828115,4
1002057,1835843,2
1002057,1844413,3
1002057,1848925,3
1002057,1851857,4
1002057,1851906,3
1002057,1853621,4
1002057,1855834,3
1002057,1857099,5
1002057,1862151,4
1002057,1865561,4
1002057,1865703,4
1002057,1866264,3
1002057,1866475,3
1002057,1867345,3
1002057,1867408,3
1002057,1870044,3
1002057,1872133,4
1002057,1883755,4
1002057,1885124,3
1002057,1900841,4
1002057,1905462,4
1002057,1907464,4
1002057,1917074,3
1002057,1919245,4
1002057,1920796,3
1002057,1940867,3
1002057,1945330,4
1002057,1945336,4
1002057,1945549,3
1002057,1947089,4
1002057,1949312,3
1002057,1949811,4
1002057,1949812,3
1002057,1950148,4
1002057,1959877,3
1002057,1961963,3
1002057,1962116,4
1002057,1972698,4
1002057,1978369,3
1002057,1994876,2
1002057,1997679,4
1002057,2028645,4
1002057,2028647,4
1002057,2028666,4
1002057,2037796,3
1002057,2043126,4
1002057,2046839,3
1002057,2051007,3
1002057,2053515,5
1002057,2080133,3
1002057,2124586,3
1002057,2124703,5
1002057,2131459,4
1002057,2131654,2
1002057,2132220,4
1002057,2132495,4
1002057,2138382,5
1002057,2144242,3
1002057,2146991,3
1002057,2149806,3
1002057,2153527,3
1002057,2156663,3
1002057,2209573,4
1002057,2223596,4
1002057,2257732,3
1002057,2277018,4
1002057,2294568,4
1002057,2300586,3
1002057,2326676,4
1002057,2336785,3
1002057,2346881,3
1002057,2353023,4
1002057,2357162,4
1002057,2369549,3
1002057,2976123,3
1002057,2996640,3
1002057,2998270,3
1002057,3005496,3
1002057,3005875,3
1002057,3011102,3
1002057,3033864,4
1002057,3036997,3
1002057,3053521,4
1002057,3072124,4
1002057,3073124,4
1002057,3077668,4
1002057,3077791,3
1002057,3111355,4
1002057,3158990,4
1002057,3205624,4
1002057,3212120,3
1002057,3215640,4
1002057,3230459,3
1002057,3233761,4
1002057,3250377,3
1002057,3279080,3
1002057,3279107,4
1002057,3287562,3
1002057,3291930,2
1002057,3312344,4
1002057,3335371,4
1002057,3338821,5
1002057,3387546,3
1002057,3412830,4
1002057,3412882,4
1002057,3543690,3
1002057,3546019,3
1002057,3560787,4
1002057,3578981,3
1002057,3596502,3
1002057,3606975,3
1002057,3626416,3
1002057,3628370,3
1002057,3734112,4
1002057,3734350,4
1002057,3737102,4
1002057,3742360,3
1002057,3754946,2
1002057,3777800,3
1002057,3792799,3
1002057,3793023,3
1002057,3813779,3
1002057,3901388,3
1002057,3928370,3
1002057,4009651,3
1002057,4066206,3
1002057,4074158,3
1002057,4226741,4
1002057,4249355,3
1002057,4271894,1
1002057,4305436,4
1003080,1291543,4
1003080,1291545,5
1003080,1291580,3
1003080,1291833,3
1003080,1291858,5
1003080,1291870,4
1003080,1291879,3
1003080,1292048,4
1003080,1292049,4
1003080,1292062,5
1003080,1292063,5
1003080,1292213,5
1003080,1292222,5
1003080,1292223,4
1003080,1292224,5
1003080,1292229,4
1003080,1292233,5
1003080,1292234,4
1003080,1292274,3
1003080,1292275,4
1003080,1292331,3
1003080,1292528,5
1003080,1292720,4
1003080,1292728,3
1003080,1293350,5
1003080,1293377,3
1003080,1293530,3
1003080,1294638,5
1003080,1295644,5
1003080,1296078,4
1003080,1296157,5
1003080,1297689,4
1003080,1298112,4
1003080,1298898,4
1003080,1299398,5
1003080,1300056,5
1003080,1300616,5
1003080,1301168,5
1003080,1301171,4
1003080,1302827,5
1003080,1303053,4
1003080,1306249,4
1003080,1307332,4
1003080,1307739,4
1003080,1308575,4
1003080,1308722,2
1003080,1308741,4
1003080,1308833,4
1003080,1308857,3
1003080,1309004,4
1003080,1309027,4
1003080,1309101,3
1003080,1309220,5
1003080,1316510,4
1003080,1323749,4
1003740,1291543,0
1003740,1291546,3
1003740,1291550,0
1003740,1291554,3
1003740,1291555,5
1003740,1291558,5
1003740,1291559,5
1003740,1291560,5
1003740,1291561,5
1003740,1291562,5
1003740,1291574,2
1003740,1291575,4
1003740,1291577,3
1003740,1291578,0
1003740,1291818,5
1003740,1291822,3
1003740,1291824,4
1003740,1291828,4
1003740,1291835,5
1003740,1291836,4
1003740,1291841,4
1003740,1291843,0
1003740,1291844,4
1003740,1291850,5
1003740,1291851,5
1003740,1291868,5
1003740,1291870,4
1003740,1291875,4
1003740,1291877,5
1003740,1291879,4
1003740,1291992,4
1003740,1291999,5
1003740,1292001,4
1003740,1292048,5
1003740,1292049,5
1003740,1292052,5
1003740,1292055,5
1003740,1292063,5
1003740,1292064,4
1003740,1292207,5
1003740,1292211,5
1003740,1292212,1
1003740,1292213,5
1003740,1292214,4
1003740,1292215,4
1003740,1292218,4
1003740,1292220,3
1003740,1292222,5
1003740,1292223,4
1003740,1292224,0
1003740,1292225,3
1003740,1292226,4
1003740,1292233,4
1003740,1292260,5
1003740,1292262,5
1003740,1292267,3
1003740,1292272,4
1003740,1292275,5
1003740,1292286,0
1003740,1292328,4
1003740,1292343,4
1003740,1292344,3
1003740,1292365,4
1003740,1292370,0
1003740,1292371,0
1003740,1292401,3
1003740,1292402,4
1003740,1292434,5
1003740,1292484,3
1003740,1292504,5
1003740,1292523,3
1003740,1292659,0
1003740,1292679,4
1003740,1292704,4
1003740,1292718,4
1003740,1292720,4
1003740,1292722,3
1003740,1292790,4
1003740,1292895,3
1003740,1293088,0
1003740,1293135,0
1003740,1293167,2
1003740,1293172,5
1003740,1293318,5
1003740,1293350,1
1003740,1293351,2
1003740,1293353,0
1003740,1293399,0
1003740,1293414,4
1003740,1293530,4
1003740,1293531,3
1003740,1293544,3
1003740,1293691,2
1003740,1293708,3
1003740,1293764,3
1003740,1293818,4
1003740,1293867,0
1003740,1293929,4
1003740,1293964,0
1003740,1294007,0
1003740,1294194,5
1003740,1294240,0
1003740,1294408,3
1003740,1294417,3
1003740,1294561,4
1003740,1294639,4
1003740,1294671,1
1003740,1294766,3
1003740,1294963,2
1003740,1294990,0
1003740,1295045,4
1003740,1295124,5
1003740,1295229,2
1003740,1295242,0
1003740,1295318,3
1003740,1295374,0
1003740,1295399,3
1003740,1295409,4
1003740,1295485,3
1003740,1295865,5
1003740,1295965,3
1003740,1296011,4
1003740,1296253,4
1003740,1296436,5
1003740,1296629,4
1003740,1296736,3
1003740,1296778,3
1003740,1296909,4
1003740,1296935,3
1003740,1297018,4
1003740,1297102,2
1003740,1297192,3
1003740,1297223,3
1003740,1297544,0
1003740,1297570,0
1003740,1297574,5
1003740,1297630,3
1003740,1297689,4
1003740,1297756,4
1003740,1297763,4
1003740,1297863,3
1003740,1297995,4
1003740,1298112,3
1003740,1298128,5
1003740,1298443,3
1003740,1298525,2
1003740,1298624,3
1003740,1299059,4
1003740,1299131,5
1003740,1299193,3
1003740,1299243,3
1003740,1299327,3
1003740,1299398,5
1003740,1299513,3
1003740,1299624,4
1003740,1299643,2
1003740,1299661,3
1003740,1300055,4
1003740,1300056,5
1003740,1300275,0
1003740,1300299,5
1003740,1300303,2
1003740,1300395,3
1003740,1300656,3
1003740,1300868,0
1003740,1300945,0
1003740,1300960,3
1003740,1301345,2
1003740,1301445,0
1003740,1301578,3
1003740,1301726,3
1003740,1301753,4
1003740,1301948,5
1003740,1302090,2
1003740,1302425,3
1003740,1302467,3
1003740,1302642,4
1003740,1302827,4
1003740,1302987,0
1003740,1303010,3
1003740,1303173,4
1003740,1303485,5
1003740,1303590,3
1003740,1304022,3
1003740,1304056,3
1003740,1304141,0
1003740,1304337,2
1003740,1304447,5
1003740,1304530,0
1003740,1304585,2
1003740,1304900,0
1003740,1305034,4
1003740,1305065,3
1003740,1305164,3
1003740,1305224,2
1003740,1305265,2
1003740,1305279,3
1003740,1305355,3
1003740,1305466,4
1003740,1305690,5
1003740,1306029,4
1003740,1306160,0
1003740,1306249,3
1003740,1306612,0
1003740,1307014,3
1003740,1307023,2
1003740,1307043,1
1003740,1307072,3
1003740,1307106,5
1003740,1307315,4
1003740,1307323,0
1003740,1307528,3
1003740,1307694,3
1003740,1307697,3
1003740,1307702,4
1003740,1307739,3
1003740,1307740,2
1003740,1307793,5
1003740,1307847,5
1003740,1307849,2
1003740,1308076,0
1003740,1308570,1
1003740,1308587,3
1003740,1308699,1
1003740,1308722,0
1003740,1308753,2
1003740,1308755,3
1003740,1308767,5
1003740,1308779,0
1003740,1308811,1
1003740,1308819,3
1003740,1308820,3
1003740,1308843,0
1003740,1308865,4
1003740,1308974,3
1003740,1309004,4
1003740,1309043,0
1003740,1309046,3
1003740,1309059,3
1003740,1309060,4
1003740,1309101,3
1003740,1309160,2
1003740,1309163,4
1003740,1309199,3
1003740,1309203,3
1003740,1309220,3
1003740,1310174,3
1003740,1310185,2
1003740,1316510,3
1003740,1316580,3
1003740,1322851,4
1003740,1323749,2
1003740,1329562,1
1003740,1329936,3
1003740,1329962,3
1003740,1390021,3
1003740,1393859,4
1003740,1401205,1
1003740,1408100,4
1003740,1408312,2
1003740,1410556,2
1003740,1417946,3
1003740,1418019,4
1003740,1418191,2
1003740,1418200,5
1003740,1419297,2
1003740,1419969,1
1003740,1421823,3
1003740,1428578,5
1003740,1428581,3
1003740,1431683,2
1003740,1431699,5
1003740,1431716,0
1003740,1431718,5
1003740,1431946,0
1003740,1433360,3
1003740,1433577,5
1003740,1433673,3
1003740,1438652,4
1003740,1439831,0
1003740,1440703,3
1003740,1441238,4
1003740,1449381,5
1003740,1465037,0
1003740,1465829,2
1003740,1469441,4
1003740,1474180,3
1003740,1476023,5
1003740,1485260,4
1003740,1498604,2
1003740,1498818,0
1003740,1578507,5
1003740,1652587,5
1003740,1689787,4
1003740,1756584,5
1003740,1759386,4
1003740,1760622,4
1003740,1781126,4
1003740,1781597,0
1003740,1781621,0
1003740,1781636,3
1003740,1782004,0
1003740,1783457,5
1003740,1793903,3
1003740,1793909,3
1003740,1793912,4
1003740,1794435,0
1003740,1806555,4
1003740,1807959,3
1003740,1828115,3
1003740,1829654,3
1003740,1849031,3
1003740,1851906,4
1003740,1853176,3
1003740,1853621,2
1003740,1855834,3
1003740,1858802,4
1003740,1859036,3
1003740,1860377,4
1003740,1862151,4
1003740,1863923,1
1003740,1863947,5
1003740,1863955,3
1003740,1866264,4
1003740,1870436,4
1003740,1875313,4
1003740,1876781,2
1003740,1883755,3
1003740,1885124,3
1003740,1890157,3
1003740,1890784,4
1003740,1898223,0
1003740,1899125,4
1003740,1900841,5
1003740,1905462,4
1003740,1907464,4
1003740,1920805,3
1003740,1927369,3
1003740,1938312,4
1003740,1945336,4
1003740,1945549,5
1003740,1946882,3
1003740,1947089,3
1003740,1947549,4
1003740,1949812,2
1003740,1950148,5
1003740,1950525,1
1003740,1962116,5
1003740,1966464,0
1003740,1979063,5
1003740,1981242,4
1003740,1994876,4
1003740,1997679,2
1003740,2002683,0
1003740,2010975,2
1003740,2028645,3
1003740,2028647,4
1003740,2028666,5
1003740,2037012,5
1003740,2044089,4
1003740,2044102,3
1003740,2046839,4
1003740,2059225,2
1003740,2082013,4
1003740,2085721,0
1003740,2124586,5
1003740,2129039,3
1003740,2132220,4
1003740,2135981,3
1003740,2138382,5
1003740,2148391,3
1003740,2148394,2
1003740,2148619,4
1003740,2153527,0
1003740,2154859,1
1003740,2154868,1
1003740,2156528,4
1003740,2156663,2
1003740,2156704,2
1003740,2156754,2
1003740,2161696,4
1003740,2209368,5
1003740,2212156,0
1003740,2213591,2
1003740,2213597,5
1003740,2229427,3
1003740,2268359,1
1003740,2294568,3
1003740,2297265,4
1003740,2300586,3
1003740,2334814,4
1003740,2334904,2
1003740,2336737,3
1003740,2359431,3
1003740,2369549,3
1003740,2998270,3
1003740,3005496,4
1003740,3005875,2
1003740,3006772,3
1003740,3007773,4
1003740,3011093,4
1003740,3011102,3
1003740,3033864,5
1003740,3036997,3
1003740,3041806,4
1003740,3066739,2
1003740,3072086,3
1003740,3072124,3
1003740,3073124,4
1003740,3103678,4
1003740,3120852,4
1003740,3148027,1
1003740,3148748,3
1003740,3157605,5
1003740,3190880,4
1003740,3233761,3
1003740,3268216,2
1003740,3279080,2
1003740,3279107,4
1003740,3287562,5
1003740,3291930,3
1003740,3313801,3
1003740,3314870,4
1003740,3335371,5
1003740,3338821,5
1003740,3412882,4
1003740,3442220,5
1003740,3541415,5
1003740,3543690,4
1003740,3560787,4
1003740,3578981,3
1003740,3609075,3
1003740,3683409,3
1003740,3734112,3
1003740,3742360,4
1003740,3754946,3
1003740,3792799,4
1003740,3792816,3
1003740,3820191,4
1003740,3882715,3
1003740,3901388,2
1003740,4009651,4
1003740,4023638,4
1003740,4062922,5
1003740,4111416,3
1003740,4164444,4
1003740,4271894,3
1004613,1291544,4
1004613,1291545,4
1004613,1291550,3
1004613,1291552,5
1004613,1291560,4
1004613,1291571,5
1004613,1291575,0
1004613,1291577,4
1004613,1291578,4
1004613,1291579,4
1004613,1291580,4
1004613,1291581,3
1004613,1291583,4
1004613,1291584,4
1004613,1291586,4
1004613,1291588,3
1004613,1291818,5
1004613,1291824,4
1004613,1291832,4
1004613,1291833,4
1004613,1291838,3
1004613,1291843,3
1004613,1291851,4
1004613,1291853,0
1004613,1291869,3
1004613,1291877,0
1004613,1291990,4
1004613,1291999,0
1004613,1292047,4
1004613,1292048,0
1004613,1292049,0
1004613,1292052,4
1004613,1292056,4
1004613,1292211,5
1004613,1292213,4
1004613,1292215,5
1004613,1292220,4
1004613,1292222,0
1004613,1292225,4
1004613,1292234,4
1004613,1292262,5
1004613,1292267,4
1004613,1292271,4
1004613,1292272,4
1004613,1292275,4
1004613,1292328,4
1004613,1292329,5
1004613,1292370,4
1004613,1292371,4
1004613,1292401,4
1004613,1292444,0
1004613,1292504,0
1004613,1292718,3
1004613,1292720,4
1004613,1292728,4
1004613,1292849,4
1004613,1293145,0
1004613,1293318,4
1004613,1293530,4
1004613,1293544,4
1004613,1293607,3
